date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M_RANGE,WS10M,WD10M,WS10M_MAX,WS10M_MIN
2005-04-14,27.51,13.7,20.61,28.12,18.22,36.3,18.08,9.82,48.58,0.0,101.0,2.68,2.16,141.1,3.29,0.61
2005-04-15,29.14,17.51,23.32,30.04,16.38,37.54,21.16,12.76,56.78,0.0,100.89,3.87,2.41,169.0,4.94,1.07
2005-04-16,29.92,21.32,25.62,30.96,13.84,37.22,23.38,15.91,64.72,0.01,100.78,3.37,3.79,189.7,5.63,2.26
2005-04-17,29.37,23.49,26.43,30.03,9.1,34.52,25.42,18.07,72.63,0.32,100.78,3.27,3.84,167.3,5.56,2.29
2005-04-18,29.39,22.91,26.15,30.13,10.24,35.05,24.81,17.43,70.78,1.42,100.86,1.83,4.05,167.5,5.1,3.27
2005-04-19,28.27,22.68,25.47,28.35,6.72,31.79,25.07,17.14,72.97,0.02,101.08,3.9,2.33,148.3,4.11,0.21
2005-04-20,28.97,20.35,24.66,29.44,11.36,35.35,23.99,14.84,61.94,0.0,101.12,1.69,2.19,67.0,2.91,1.22
2005-04-21,30.59,19.34,24.96,31.94,14.86,38.02,23.16,13.97,54.28,0.0,100.8,1.99,2.12,121.3,3.11,1.12
2005-04-22,30.8,20.51,25.65,32.05,13.0,37.41,24.41,15.06,57.51,0.03,100.75,2.01,2.7,153.8,3.91,1.9
2005-04-23,30.95,21.66,26.31,32.2,13.09,37.85,24.76,16.21,61.38,0.89,100.75,3.14,3.24,164.1,5.28,2.14
2005-04-24,30.98,21.54,26.26,31.9,12.74,38.02,25.28,16.1,60.61,2.78,100.69,2.82,3.45,168.9,5.23,2.41
2005-04-25,30.03,22.79,26.41,30.5,8.64,34.54,25.9,17.35,66.81,6.47,100.64,2.76,2.62,177.9,4.18,1.42
2005-04-26,30.11,22.48,26.3,30.6,8.74,34.89,26.15,17.06,65.51,14.78,100.5,3.16,2.85,184.8,4.8,1.64
2005-04-27,29.94,23.09,26.51,30.54,10.22,35.41,25.19,17.72,69.5,16.72,100.39,3.48,4.28,165.0,6.26,2.78
2005-04-28,31.04,22.65,26.84,31.88,12.44,37.77,25.33,17.36,65.7,6.52,100.29,3.51,4.09,174.9,5.69,2.18
2005-04-29,27.94,23.31,25.62,28.55,6.83,31.83,25.0,17.94,77.33,10.96,100.44,1.6,4.31,162.6,5.16,3.56
2005-04-30,27.0,21.25,24.12,27.46,8.16,31.89,23.73,15.83,73.09,4.68,100.57,2.76,2.66,131.5,4.14,1.38
2005-05-01,27.94,19.87,23.91,28.74,9.66,32.5,22.84,14.46,63.46,2.37,100.68,1.9,0.97,109.4,1.97,0.07
2005-05-02,26.96,19.78,23.37,27.39,8.04,30.88,22.84,14.37,65.81,0.11,100.67,1.93,1.95,144.1,3.04,1.11
2005-05-03,28.39,19.45,23.92,29.27,10.71,33.79,23.08,14.14,60.57,4.63,100.53,1.73,1.69,166.2,2.5,0.77
2005-05-04,29.18,20.73,24.95,30.58,10.92,34.49,23.57,15.33,63.3,1.83,100.41,2.95,1.68,148.1,3.24,0.29
2005-05-05,28.27,22.72,25.49,29.03,8.58,32.51,23.93,17.31,73.58,5.58,100.38,3.72,3.46,170.2,5.9,2.18
2005-05-06,26.81,20.71,23.76,28.1,9.9,31.91,22.01,15.3,70.93,2.67,100.4,4.13,2.44,138.5,4.84,0.71
2005-05-07,28.45,21.31,24.88,29.68,10.26,33.86,23.6,15.92,68.27,6.24,100.33,2.22,1.86,177.8,2.84,0.62
2005-05-08,29.21,22.24,25.73,30.49,10.54,34.46,23.92,16.83,68.54,4.37,100.25,2.58,2.19,173.9,3.88,1.3
2005-05-09,30.32,22.89,26.6,31.62,10.5,35.69,25.19,17.57,67.56,5.13,100.12,3.53,1.77,182.0,3.89,0.36
2005-05-10,31.77,22.53,27.15,32.43,13.29,38.99,25.7,17.33,63.25,3.12,100.0,3.91,3.69,191.8,5.48,1.57
2005-05-11,31.69,22.62,27.15,32.87,11.69,37.87,26.18,17.39,62.95,1.67,100.2,3.95,2.99,186.9,5.1,1.15
2005-05-12,31.65,22.23,26.94,32.97,12.42,38.14,25.72,16.9,61.49,0.66,100.35,3.31,3.63,166.1,5.49,2.18
2005-05-13,30.53,23.43,26.98,31.64,8.63,34.96,26.33,18.1,67.47,8.69,100.25,3.19,3.93,164.5,5.82,2.63
2005-05-14,30.62,23.6,27.11,31.08,10.06,36.19,26.13,18.32,68.55,18.73,100.18,2.81,4.35,173.0,6.1,3.29
2005-05-15,30.14,24.21,27.18,30.59,9.3,35.22,25.92,19.0,72.88,15.85,100.22,2.46,4.81,162.9,5.77,3.31
2005-05-16,31.37,24.14,27.76,32.31,11.87,37.92,26.05,18.96,69.36,2.07,100.31,3.33,4.05,170.3,5.87,2.54
2005-05-17,30.44,25.05,27.74,31.2,8.91,35.23,26.32,19.94,75.08,15.74,100.38,2.37,3.81,145.9,5.05,2.68
2005-05-18,30.78,24.8,27.79,31.57,9.54,36.14,26.6,19.66,73.05,9.02,100.37,2.72,3.55,160.3,5.2,2.48
2005-05-19,28.76,24.87,26.82,29.17,5.07,31.62,26.55,19.71,80.17,16.18,100.4,1.71,3.75,157.1,4.56,2.85
2005-05-20,28.56,24.52,26.54,29.04,6.72,32.31,25.59,19.3,79.99,30.49,100.4,1.71,3.03,148.7,3.88,2.17
2005-05-21,27.75,24.35,26.05,28.14,7.1,31.88,24.78,19.08,82.61,24.46,100.38,2.64,3.27,140.6,4.74,2.1
2005-05-22,28.25,25.25,26.75,28.31,7.56,32.31,24.75,20.18,84.47,38.34,100.35,3.03,4.65,168.5,6.72,3.69
2005-05-23,28.8,25.41,27.1,29.16,8.37,33.21,24.84,20.35,82.93,2.52,100.4,1.86,3.51,164.9,4.7,2.84
2005-05-24,28.9,26.08,27.49,29.06,6.0,32.3,26.3,21.19,85.5,10.87,100.36,1.79,3.48,160.7,4.42,2.63
2005-05-25,28.56,26.31,27.43,28.48,5.07,31.43,26.36,21.49,87.96,9.29,100.33,2.17,3.93,170.0,4.95,2.78
2005-05-26,28.91,26.54,27.72,28.78,5.58,32.02,26.44,21.78,87.43,0.94,100.34,2.33,3.73,161.1,4.71,2.38
2005-05-27,28.76,26.33,27.55,28.82,5.36,31.54,26.18,21.51,87.14,2.43,100.38,1.37,3.55,153.0,4.02,2.65
2005-05-28,29.07,25.84,27.45,29.01,6.09,32.58,26.49,20.89,83.6,1.74,100.36,1.61,3.37,170.3,4.04,2.43
2005-05-29,29.02,25.46,27.24,29.1,6.81,32.54,25.73,20.4,82.02,0.59,100.46,2.11,2.75,158.3,4.03,1.92
2005-05-30,30.25,25.36,27.81,30.75,9.33,34.97,25.64,20.31,76.77,0.21,100.32,1.76,2.49,150.9,3.42,1.66
2005-05-31,30.82,25.32,28.07,31.14,9.26,35.99,26.73,20.32,74.15,0.15,100.01,2.06,3.37,171.1,4.49,2.43
2005-06-01,30.47,25.61,28.03,30.7,8.94,35.63,26.69,20.73,76.75,0.21,99.79,2.8,4.49,169.4,6.29,3.49
2005-06-02,30.91,26.11,28.51,31.26,8.88,36.23,27.35,21.39,77.48,0.4,99.78,2.26,4.81,166.8,6.05,3.79
2005-06-03,30.95,25.69,28.32,31.37,9.83,36.67,26.84,20.81,75.67,3.36,99.88,1.19,4.42,152.3,5.0,3.81
2005-06-04,29.91,25.8,27.86,30.56,8.2,34.32,26.12,20.92,79.94,5.63,99.99,1.43,3.63,137.7,4.39,2.96
2005-06-05,28.75,25.61,27.18,29.01,5.65,31.94,26.29,20.66,83.87,0.99,100.09,2.51,3.24,151.1,4.16,1.65
2005-06-06,27.46,23.62,25.54,27.68,4.42,29.94,25.52,18.35,80.55,0.78,100.22,1.81,2.05,109.4,2.78,0.97
2005-06-07,29.62,23.67,26.64,30.46,9.8,34.12,24.32,18.4,71.62,0.02,100.05,1.55,1.89,127.5,2.68,1.13
2005-06-08,30.09,24.62,27.35,30.5,7.45,33.59,26.14,19.52,73.44,0.26,99.87,2.04,1.6,130.9,2.54,0.5
2005-06-09,30.89,25.05,27.97,31.48,8.16,34.89,26.73,20.05,72.63,6.7,99.75,2.02,1.54,161.3,2.36,0.34
2005-06-10,30.79,25.31,28.05,31.15,7.46,34.48,27.02,20.39,74.17,9.33,99.74,2.58,1.33,146.5,2.88,0.3
2005-06-11,30.65,25.59,28.12,31.11,7.07,34.42,27.35,20.7,75.51,0.01,99.77,2.26,3.46,193.5,4.83,2.57
2005-06-12,31.21,25.13,28.17,31.99,9.07,35.87,26.8,20.17,72.09,0.05,99.73,2.09,2.37,165.0,3.11,1.02
2005-06-13,30.43,26.48,28.46,30.84,5.49,33.32,27.83,21.82,80.21,0.3,99.85,2.44,2.74,150.5,4.19,1.75
2005-06-14,30.84,25.89,28.36,31.43,7.52,34.99,27.47,21.06,76.63,11.95,99.95,3.71,2.56,182.6,4.28,0.57
2005-06-15,30.05,25.96,28.0,30.58,6.21,33.36,27.15,21.16,79.71,7.06,99.81,2.53,3.89,175.7,4.86,2.33
2005-06-16,30.22,26.47,28.35,30.41,5.69,33.5,27.81,21.84,81.18,6.74,99.69,3.33,2.76,158.4,4.29,0.96
2005-06-17,31.04,26.47,28.75,31.47,8.08,35.53,27.45,21.85,78.22,0.89,99.64,3.04,3.32,163.8,5.11,2.07
2005-06-18,30.23,27.02,28.63,30.31,5.6,33.61,28.01,22.58,83.67,1.68,99.65,1.61,4.16,166.4,4.72,3.11
2005-06-19,30.36,26.03,28.2,30.56,7.24,34.57,27.33,21.27,78.84,1.01,99.8,1.89,5.37,162.5,6.19,4.3
2005-06-20,30.37,25.59,27.98,30.92,8.55,34.98,26.43,20.65,76.85,0.26,99.96,2.28,4.54,160.0,5.7,3.42
2005-06-21,29.77,25.77,27.77,30.03,5.15,32.61,27.46,20.85,79.78,1.91,100.12,2.49,3.46,178.7,5.07,2.58
2005-06-22,29.37,26.07,27.72,29.53,4.98,32.3,27.32,21.21,83.07,1.99,100.19,2.13,4.27,174.7,5.64,3.51
2005-06-23,29.79,26.02,27.9,30.09,5.97,33.13,27.16,21.19,81.17,5.65,100.02,2.08,3.69,180.8,4.51,2.43
2005-06-24,29.51,26.72,28.12,29.8,5.45,32.48,27.03,22.14,85.51,8.24,99.8,2.11,3.69,179.7,4.94,2.83
2005-06-25,28.0,25.76,26.88,27.98,3.79,30.01,26.22,20.93,87.84,1.81,99.8,5.92,4.28,271.4,7.71,1.79
2005-06-26,29.13,25.71,27.42,29.36,6.47,32.64,26.17,20.84,82.65,2.77,99.82,5.63,5.33,137.7,7.89,2.26
2005-06-27,29.5,25.92,27.71,29.8,7.06,33.47,26.41,21.17,82.08,7.03,99.55,8.62,5.79,119.6,10.56,1.94
2005-06-28,28.68,26.4,27.54,28.76,4.26,31.17,26.91,21.76,87.87,9.92,99.64,2.18,5.4,140.8,6.67,4.49
2005-06-29,28.6,26.05,27.32,28.71,5.23,31.65,26.42,21.26,86.49,11.65,99.84,4.09,4.75,149.9,6.41,2.32
2005-06-30,28.43,25.59,27.01,28.93,6.27,32.16,25.89,20.67,85.41,15.36,99.91,3.62,3.06,182.7,4.77,1.15
2005-07-01,28.83,25.7,27.27,29.34,6.7,32.66,25.96,20.79,84.13,22.77,100.02,1.95,2.98,212.3,3.81,1.86
2005-07-02,28.53,25.94,27.23,29.05,6.35,32.27,25.92,21.09,86.58,45.41,99.98,2.16,2.6,201.6,3.64,1.48
2005-07-03,28.01,26.65,27.33,28.0,4.19,30.6,26.41,22.03,92.37,42.02,99.86,3.29,4.72,160.8,6.43,3.14
2005-07-04,28.01,26.0,27.01,28.1,3.89,30.17,26.28,21.19,89.09,12.47,99.84,2.68,2.13,167.6,3.06,0.38
2005-07-05,27.43,26.03,26.73,27.33,3.55,29.31,25.76,21.23,92.12,10.85,99.95,2.74,2.81,167.1,4.59,1.85
2005-07-06,28.25,25.53,26.89,28.7,6.23,31.55,25.32,20.55,85.88,0.45,100.13,0.98,1.93,166.5,2.34,1.36
2005-07-07,28.66,26.06,27.36,28.85,6.02,31.76,25.74,21.23,86.37,2.25,100.05,2.51,3.16,148.6,4.32,1.81
2005-07-08,28.91,26.02,27.46,29.42,6.73,32.65,25.92,21.18,85.16,0.29,100.01,3.21,3.8,165.0,5.29,2.08
2005-07-09,28.62,26.12,27.37,28.91,6.02,32.19,26.17,21.32,86.89,2.58,99.95,4.32,5.36,156.7,7.63,3.31
2005-07-10,28.76,26.11,27.43,28.93,6.18,32.49,26.31,21.27,86.14,6.31,100.13,2.64,5.79,164.5,7.19,4.55
2005-07-11,28.33,26.36,27.34,28.38,4.56,30.99,26.43,21.54,89.4,13.88,100.39,2.42,4.66,168.9,6.03,3.61
2005-07-12,28.05,26.09,27.07,28.04,4.9,31.05,26.15,21.18,89.4,23.03,100.44,1.68,4.34,168.1,5.28,3.6
2005-07-13,27.7,26.18,26.94,27.59,4.08,30.05,25.97,21.31,91.57,33.56,100.41,2.65,4.61,159.9,5.96,3.31
2005-07-14,27.1,25.94,26.52,26.97,2.29,28.48,26.19,20.96,93.33,56.35,100.58,3.53,5.35,164.1,7.38,3.85
2005-07-15,26.09,24.56,25.33,26.08,1.88,26.72,24.84,19.27,91.34,18.95,100.78,4.23,4.56,185.6,6.58,2.35
2005-07-16,27.5,25.03,26.26,27.78,6.5,30.99,24.49,19.83,86.99,3.18,100.69,1.17,3.29,187.0,3.8,2.63
2005-07-17,28.16,25.83,26.99,28.33,6.16,31.44,25.28,20.86,87.65,4.6,100.44,2.33,3.59,210.8,4.73,2.4
2005-07-18,27.96,25.91,26.94,27.99,4.42,30.45,26.03,20.96,88.94,6.55,100.42,2.05,3.06,209.6,4.12,2.07
2005-07-19,28.65,26.31,27.48,28.78,5.38,31.55,26.17,21.49,87.68,2.51,100.33,2.69,4.0,200.3,5.05,2.36
2005-07-20,28.9,26.45,27.67,28.97,5.6,32.11,26.51,21.71,87.18,12.41,100.15,1.76,3.46,202.7,4.06,2.3
2005-07-21,27.9,26.24,27.07,28.08,4.02,30.0,25.98,21.47,90.85,15.09,100.0,1.93,2.47,160.4,3.6,1.67
2005-07-22,28.54,26.32,27.43,28.59,5.55,31.57,26.02,21.63,88.09,8.12,99.76,2.54,2.35,49.8,3.87,1.33
2005-07-23,29.09,26.73,27.91,29.1,6.13,32.59,26.46,22.19,87.54,5.64,99.71,3.29,3.01,226.4,4.58,1.29
2005-07-24,29.14,26.73,27.94,29.39,5.45,32.48,27.03,22.17,87.38,14.38,99.73,3.15,3.08,159.7,4.43,1.28
2005-07-25,29.08,26.7,27.89,29.29,6.63,32.96,26.33,22.16,87.57,20.64,99.66,3.08,4.46,128.6,5.86,2.78
2005-07-26,28.63,26.75,27.69,28.64,4.51,31.34,26.83,22.19,89.83,6.46,99.78,3.25,5.36,136.4,6.99,3.74
2005-07-27,28.82,26.8,27.81,28.8,5.44,32.24,26.8,22.25,89.22,11.88,99.8,1.95,4.62,148.5,5.47,3.52
2005-07-28,29.24,26.7,27.97,29.54,6.62,33.17,26.55,22.14,86.88,2.59,99.71,2.52,3.98,138.0,5.17,2.65
2005-07-29,28.88,26.69,27.78,29.0,5.46,32.14,26.68,22.14,88.37,0.97,99.59,4.0,4.8,124.2,6.77,2.77
2005-07-30,28.85,26.37,27.61,29.09,6.29,32.71,26.42,21.72,87.04,1.6,99.62,3.55,5.22,132.1,6.86,3.31
2005-07-31,28.97,26.55,27.76,29.29,6.53,32.86,26.33,21.93,87.34,4.61,99.74,1.49,3.77,143.5,4.34,2.85
2005-08-01,29.9,26.83,28.37,30.37,7.48,33.73,26.25,22.32,84.32,0.21,99.68,2.29,2.52,140.3,3.79,1.5
2005-08-02,29.1,27.27,28.19,29.17,4.34,31.55,27.21,22.93,90.08,5.07,99.58,4.59,3.02,162.0,5.82,1.23
2005-08-03,28.96,26.82,27.89,29.05,5.02,32.0,26.98,22.31,88.57,1.98,99.64,3.78,5.46,133.3,6.63,2.85
2005-08-04,29.25,26.92,28.08,29.34,5.98,32.85,26.87,22.4,87.84,4.54,99.82,3.6,5.23,159.3,7.08,3.48
2005-08-05,28.64,26.75,27.69,28.75,5.05,31.57,26.52,22.2,89.81,12.13,99.75,1.88,4.08,173.0,5.21,3.33
2005-08-06,28.8,26.51,27.65,28.99,5.93,32.26,26.33,21.91,87.96,16.6,99.63,1.53,4.8,182.8,5.53,4.0
2005-08-07,28.96,27.18,28.07,29.03,5.26,31.84,26.58,22.84,90.32,4.0,99.53,2.66,3.89,169.1,5.15,2.49
2005-08-08,29.52,26.97,28.25,29.47,5.61,32.49,26.88,22.51,86.68,10.72,99.68,4.54,2.53,155.5,4.86,0.32
2005-08-09,28.34,26.57,27.45,28.36,3.93,30.76,26.83,21.95,90.29,13.66,99.74,3.14,2.75,283.7,4.54,1.4
2005-08-10,28.46,26.43,27.44,28.6,4.73,31.09,26.36,21.79,89.11,18.89,99.67,0.9,2.26,241.4,2.73,1.83
2005-08-11,27.79,26.28,27.04,27.73,3.02,29.54,26.52,21.58,91.5,23.62,99.72,2.77,3.14,269.3,4.72,1.95
2005-08-12,29.27,26.05,27.66,29.52,7.36,33.0,25.64,21.27,83.67,26.98,99.85,1.38,1.39,256.8,2.28,0.9
2005-08-13,29.97,26.77,28.37,30.16,7.38,33.74,26.36,22.24,83.85,2.05,99.78,2.72,1.9,43.0,3.35,0.63
2005-08-14,28.25,26.87,27.56,28.23,4.71,30.99,26.28,22.37,92.36,6.81,99.71,8.03,4.09,211.7,9.02,0.99
2005-08-15,28.49,26.26,27.38,28.6,5.99,31.89,25.9,21.5,88.22,4.82,100.02,4.0,4.97,135.7,7.11,3.11
2005-08-16,27.95,26.32,27.14,27.95,4.81,30.92,26.11,21.56,91.04,8.0,100.08,2.28,3.95,142.1,5.11,2.83
2005-08-17,28.47,26.34,27.4,28.59,5.18,31.44,26.26,21.59,88.57,5.52,100.03,2.22,2.31,168.6,3.37,1.15
2005-08-18,28.29,26.41,27.35,28.39,5.32,31.37,26.05,21.68,89.84,10.23,100.02,1.39,2.34,176.4,2.99,1.6
2005-08-19,28.35,26.64,27.5,28.34,4.67,31.32,26.65,21.98,90.75,6.46,100.04,2.41,3.74,154.5,5.03,2.62
2005-08-20,28.58,26.59,27.59,28.71,5.81,32.34,26.53,21.95,89.43,13.03,99.96,2.52,4.05,174.0,5.61,3.09
2005-08-21,28.41,26.71,27.56,28.41,5.3,31.19,25.89,22.1,90.7,16.28,100.0,3.56,5.52,170.2,7.63,4.07
2005-08-22,28.41,26.83,27.61,28.28,4.23,30.92,26.69,22.2,91.28,18.43,100.19,2.43,5.26,184.3,6.49,4.06
2005-08-23,28.57,27.11,27.84,28.49,4.6,31.21,26.61,22.56,91.98,22.53,100.31,1.82,4.58,180.9,5.56,3.74
2005-08-24,27.9,26.6,27.25,27.86,3.11,29.69,26.58,21.88,92.7,41.53,100.27,1.99,3.44,194.5,4.38,2.39
2005-08-25,27.84,26.2,27.02,27.8,3.96,30.12,26.16,21.36,90.94,17.29,100.26,2.45,3.52,203.1,4.58,2.13
2005-08-26,27.79,26.26,27.03,27.73,3.74,30.02,26.28,21.42,91.48,6.94,100.36,2.24,3.16,180.5,4.11,1.87
2005-08-27,27.8,26.25,27.02,27.76,4.06,29.99,25.93,21.4,91.44,6.36,100.43,1.6,2.75,189.9,3.43,1.83
2005-08-28,27.75,25.36,26.56,27.8,5.08,30.78,25.7,20.29,87.33,10.43,100.39,2.2,1.71,209.2,3.06,0.86
2005-08-29,28.38,25.85,27.12,28.65,6.33,31.79,25.46,20.91,86.73,3.3,100.37,1.36,2.41,181.3,3.37,2.01
2005-08-30,27.29,24.41,25.85,27.15,5.32,30.18,24.86,19.28,84.84,4.73,100.18,2.2,2.91,204.2,4.04,1.84
2005-08-31,28.85,25.65,27.25,28.85,8.13,32.49,24.36,20.79,83.33,9.32,100.06,1.16,1.77,173.2,2.35,1.19
2005-09-01,29.5,25.49,27.49,29.26,5.71,32.48,26.77,20.5,79.89,14.62,100.19,1.68,1.21,343.8,1.98,0.3
2005-09-02,29.72,26.2,27.96,29.96,7.84,33.6,25.76,21.37,82.24,7.21,100.32,2.56,1.79,275.2,3.0,0.44
2005-09-03,28.35,26.59,27.47,28.47,4.0,30.46,26.46,21.83,90.33,3.73,100.4,1.17,1.75,223.2,2.6,1.43
2005-09-04,27.77,25.74,26.76,27.77,3.33,29.66,26.33,20.78,88.88,2.42,100.3,1.69,1.36,211.4,2.25,0.56
2005-09-05,28.74,25.46,27.1,28.69,6.55,31.88,25.33,20.43,82.8,5.07,100.36,1.4,1.02,2.3,1.6,0.2
2005-09-06,28.64,25.55,27.1,28.78,6.4,31.7,25.3,20.52,83.97,9.77,100.43,1.03,1.6,347.0,2.04,1.01
2005-09-07,28.38,25.78,27.08,28.17,4.44,30.42,25.98,20.77,86.04,19.11,100.54,1.57,1.04,8.9,1.83,0.26
2005-09-08,28.83,25.56,27.19,28.59,5.7,31.37,25.67,20.51,82.8,5.55,100.53,1.48,1.02,36.4,1.83,0.35
2005-09-09,28.12,25.45,26.79,27.76,4.43,30.28,25.85,20.39,85.65,10.94,100.52,2.61,1.51,129.8,2.83,0.22
2005-09-10,26.9,25.54,26.22,26.87,3.9,29.16,25.26,20.53,92.35,12.7,100.34,4.27,3.08,107.9,5.16,0.89
2005-09-11,26.36,25.43,25.89,26.36,2.53,27.42,24.89,20.41,94.55,14.29,100.21,3.68,3.65,114.7,5.44,1.76
2005-09-12,27.11,25.58,26.34,27.01,4.44,29.78,25.34,20.57,91.46,6.52,100.3,2.94,4.74,125.7,6.47,3.53
2005-09-13,26.79,25.36,26.07,26.81,4.45,29.54,25.09,20.24,92.01,2.21,100.59,3.19,3.64,136.1,4.93,1.74
2005-09-14,27.57,25.13,26.35,27.52,6.21,30.96,24.75,19.95,87.09,1.06,100.68,2.56,1.81,110.8,2.75,0.19
2005-09-15,28.77,25.25,27.01,28.82,8.98,33.1,24.12,20.15,82.31,1.41,100.45,1.44,1.71,324.4,2.31,0.87
2005-09-16,28.33,25.52,26.93,28.31,7.46,32.78,25.32,20.54,85.31,2.4,100.2,2.55,2.53,40.4,4.11,1.56
2005-09-17,27.01,25.66,26.33,26.91,4.38,29.36,24.98,20.7,92.35,2.26,100.23,5.76,4.68,71.4,7.76,2.0
2005-09-18,28.27,26.22,27.24,28.36,5.73,31.53,25.8,21.35,89.07,0.44,100.45,2.76,2.69,138.1,4.36,1.6
2005-09-19,28.27,26.4,27.34,28.36,5.32,31.3,25.98,21.62,89.91,35.86,100.33,1.45,1.83,249.2,2.54,1.09
2005-09-20,26.46,25.62,26.04,26.36,1.57,27.27,25.7,20.61,95.04,39.52,100.39,3.54,4.12,254.1,5.68,2.14
2005-09-21,27.0,25.51,26.25,27.04,4.26,29.64,25.38,20.4,91.75,22.43,100.72,1.44,2.29,183.7,3.11,1.67
2005-09-22,27.24,25.49,26.37,27.45,5.58,30.27,24.69,20.38,90.49,4.43,100.78,2.32,2.86,181.9,4.02,1.7
2005-09-23,27.36,25.72,26.54,27.47,5.79,30.47,24.68,20.69,91.0,8.35,100.63,1.98,3.36,187.6,4.27,2.29
2005-09-24,27.52,26.33,26.93,27.49,4.24,29.87,25.63,21.48,93.26,32.64,100.52,1.12,2.93,195.0,3.41,2.29
2005-09-25,27.94,25.64,26.79,27.89,4.97,30.52,25.55,20.63,87.7,6.66,100.36,1.41,1.69,179.2,2.34,0.93
2005-09-26,28.45,25.36,26.9,28.42,6.97,31.83,24.86,20.33,83.97,2.37,100.26,1.64,1.33,89.8,2.06,0.42
2005-09-27,27.72,25.86,26.79,27.63,4.91,30.18,25.27,20.92,89.81,10.92,100.38,1.74,2.26,342.9,3.27,1.53
2005-09-28,28.24,25.88,27.06,28.24,6.26,31.59,25.33,20.93,87.53,5.42,100.42,1.71,2.24,319.9,2.89,1.18
2005-09-29,27.65,25.56,26.6,27.6,4.42,30.06,25.64,20.52,88.75,16.55,100.48,3.03,1.58,200.1,3.47,0.44
2005-09-30,26.73,24.75,25.74,26.94,4.53,29.38,24.85,19.51,89.3,11.82,100.65,1.81,1.73,166.1,2.45,0.64
2005-10-01,26.08,25.12,25.6,25.98,2.95,27.57,24.62,19.93,94.37,61.95,100.74,5.01,4.52,159.5,7.06,2.05
2005-10-02,26.12,25.07,25.59,25.92,2.96,27.84,24.88,19.85,93.86,40.73,100.82,3.52,3.92,134.5,5.89,2.37
2005-10-03,26.3,25.09,25.69,26.12,4.08,28.72,24.64,19.92,93.09,16.73,100.63,2.52,3.8,120.3,5.02,2.5
2005-10-04,26.09,24.99,25.54,25.93,3.57,28.11,24.54,19.79,93.69,24.25,100.72,3.53,4.12,147.6,5.76,2.23
2005-10-05,27.39,24.44,25.92,27.35,6.45,30.55,24.1,19.11,84.5,3.58,100.83,2.22,1.5,167.4,2.54,0.32
2005-10-06,27.81,23.71,25.76,27.51,6.22,30.91,24.69,18.3,78.82,0.01,100.83,0.86,0.64,79.3,1.03,0.17
2005-10-07,27.5,23.72,25.61,27.22,7.22,30.91,23.69,18.3,80.36,0.01,100.86,1.32,1.3,6.7,1.89,0.57
2005-10-08,27.32,23.86,25.59,27.29,8.41,31.5,23.09,18.46,82.18,0.64,100.84,1.21,1.82,350.2,2.44,1.23
2005-10-09,27.49,24.21,25.85,27.4,8.14,31.39,23.25,18.86,82.91,0.79,100.87,1.58,2.01,3.0,2.75,1.17
2005-10-10,28.16,24.03,26.1,27.83,7.48,31.76,24.28,18.65,79.05,0.0,100.88,1.58,1.05,6.0,1.69,0.11
2005-10-11,27.97,23.95,25.96,27.61,5.69,30.81,25.12,18.53,79.26,0.29,100.95,1.41,0.82,328.1,1.51,0.1
2005-10-12,27.41,24.21,25.81,27.24,5.06,30.2,25.14,18.84,83.05,0.06,100.88,1.12,1.37,331.5,1.89,0.77
2005-10-13,26.99,24.06,25.52,27.09,7.1,30.76,23.66,18.68,84.57,0.02,100.85,1.03,2.1,337.2,2.6,1.57
2005-10-14,27.06,23.25,25.16,27.19,8.11,31.73,23.62,17.77,80.84,0.0,100.85,1.37,1.85,329.2,2.45,1.08
2005-10-15,26.92,22.88,24.9,26.79,7.61,30.95,23.34,17.38,79.44,0.0,100.91,2.1,1.03,340.6,2.21,0.11
2005-10-16,27.06,23.47,25.27,27.05,7.98,31.29,23.31,18.02,81.59,1.67,100.96,1.76,1.3,344.1,2.05,0.29
2005-10-17,26.29,23.43,24.86,26.19,6.07,29.34,23.27,17.94,84.74,5.83,101.09,2.52,1.44,0.4,2.69,0.17
2005-10-18,25.32,23.28,24.3,25.38,4.51,28.01,23.5,17.75,88.77,17.23,101.16,1.9,1.64,38.4,2.5,0.6
2005-10-19,24.43,22.34,23.39,24.5,5.36,27.73,22.37,16.76,88.46,12.98,101.12,1.28,2.21,61.8,3.02,1.74
2005-10-20,23.58,22.3,22.94,23.59,4.4,25.71,21.31,16.75,92.5,18.24,101.06,2.44,2.59,56.0,3.8,1.36
2005-10-21,24.14,23.14,23.64,24.07,3.23,26.17,22.94,17.62,94.17,14.47,101.08,2.18,4.42,93.4,5.5,3.32
2005-10-22,23.88,22.67,23.27,23.82,4.21,26.44,22.23,17.12,92.98,44.13,101.08,2.21,3.38,106.1,4.36,2.15
2005-10-23,23.51,22.29,22.9,23.58,4.8,26.46,21.66,16.73,92.87,50.72,101.09,3.88,3.38,95.0,5.64,1.76
2005-10-24,24.68,22.51,23.6,24.94,7.51,28.68,21.17,16.95,88.23,8.13,101.12,1.77,2.11,86.5,3.22,1.45
2005-10-25,23.83,21.5,22.67,23.71,6.25,27.38,21.13,15.94,87.11,0.0,101.06,1.75,2.55,24.4,3.35,1.6
